Release Date,Series,Set Name,Set Code,Card Name,Card Number,Set Total,Rarity,Price,Price Source,Previous Price,Card ID,Picture URL,Set Logo,Set Symbol,Last Checked,Last Priced,Supertype,Subtypes,PSA10 Slab Price,Is 1st Edition,Price Volatile
2015/05/06,XY,Roaring Skies,ROS,M Rayquaza-EX,105,108,Rare Ultra,$499.82,market,$499.82,xy6-105,https://images.pokemontcg.io/xy6/105_hires.png,https://images.pokemontcg.io/xy6/logo.png,https://images.pokemontcg.io/xy6/symbol.png,2026-09-24,2026-09-24,Pokémon,MEGA|EX,,,
2015/05/06,XY,Roaring Skies,ROS,Shaymin-EX,106,108,Rare Ultra,$26.87,market,$26.87,xy6-106,https://images.pokemontcg.io/xy6/106_hires.png,https://images.pokemontcg.io/xy6/logo.png,https://images.pokemontcg.io/xy6/symbol.png,2026-09-24,2026-09-24,Pokémon,Basic|EX,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,Sceptile ex,007,,Rare Holo 1st Edition,$8.33,previous,$8.33,jp-xy7-bandit-ring-pokemon-japan-007,images/jp/jp-xy7-bandit-ring-pokemon-japan-007.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,M Sceptile ex,008,,Rare Holo 1st Edition,$50.00,previous,$50.00,jp-xy7-bandit-ring-pokemon-japan-008,images/jp/jp-xy7-bandit-ring-pokemon-japan-008.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,Virizion,012,,Rare Holo 1st Edition,$6.14,ebay,$6.14,jp-xy7-bandit-ring-pokemon-japan-012,images/jp/jp-xy7-bandit-ring-pokemon-japan-012.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,Entei,015,,Rare Holo 1st Edition,$19.98,previous,$19.98,jp-xy7-bandit-ring-pokemon-japan-015,images/jp/jp-xy7-bandit-ring-pokemon-japan-015.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,Volcarona,017,,Rare Holo 1st Edition,$2.18,previous,$2.18,jp-xy7-bandit-ring-pokemon-japan-017,images/jp/jp-xy7-bandit-ring-pokemon-japan-017.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,Gyarados,021,,Rare Holo 1st Edition,$84.55,previous,$84.55,jp-xy7-bandit-ring-pokemon-japan-021,images/jp/jp-xy7-bandit-ring-pokemon-japan-021.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,Kyurem ex,025,,Rare Holo 1st Edition,$3.00,previous,$3.00,jp-xy7-bandit-ring-pokemon-japan-025,images/jp/jp-xy7-bandit-ring-pokemon-japan-025.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,Jolteon,026,,Rare Holo 1st Edition,$6.82,previous,$6.82,jp-xy7-bandit-ring-pokemon-japan-026,images/jp/jp-xy7-bandit-ring-pokemon-japan-026.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,Ampharos ex,027,,Rare Holo 1st Edition,$4.34,previous,$4.34,jp-xy7-bandit-ring-pokemon-japan-027,images/jp/jp-xy7-bandit-ring-pokemon-japan-027.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,M Ampharos ex,028,,Rare Holo 1st Edition,$30.00,previous,$30.00,jp-xy7-bandit-ring-pokemon-japan-028,images/jp/jp-xy7-bandit-ring-pokemon-japan-028.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,Hoopa ex,036,,Rare Holo 1st Edition,$4.00,previous,$4.00,jp-xy7-bandit-ring-pokemon-japan-036,images/jp/jp-xy7-bandit-ring-pokemon-japan-036.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,Machamp ex,037,,Rare Holo 1st Edition,$5.73,previous,$5.73,jp-xy7-bandit-ring-pokemon-japan-037,images/jp/jp-xy7-bandit-ring-pokemon-japan-037.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,Tyranitar ex,042,,Rare Holo 1st Edition,$16.63,previous,$16.63,jp-xy7-bandit-ring-pokemon-japan-042,images/jp/jp-xy7-bandit-ring-pokemon-japan-042.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,M Tyranitar ex,043,,Rare Holo 1st Edition,$80.00,previous,$80.00,jp-xy7-bandit-ring-pokemon-japan-043,images/jp/jp-xy7-bandit-ring-pokemon-japan-043.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,Metagross,049,,Rare Holo 1st Edition,$5.62,ebay,$5.64,jp-xy7-bandit-ring-pokemon-japan-049,images/jp/jp-xy7-bandit-ring-pokemon-japan-049.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,Gardevoir,054,,Rare Holo 1st Edition,$18.30,previous,$18.30,jp-xy7-bandit-ring-pokemon-japan-054,images/jp/jp-xy7-bandit-ring-pokemon-japan-054.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,Giratina ex,057,,Rare Holo 1st Edition,$19.47,previous,$19.47,jp-xy7-bandit-ring-pokemon-japan-057,images/jp/jp-xy7-bandit-ring-pokemon-japan-057.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,Goodra,060,,Rare Holo 1st Edition,$3.90,previous,$3.90,jp-xy7-bandit-ring-pokemon-japan-060,images/jp/jp-xy7-bandit-ring-pokemon-japan-060.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,Porygon-Z,067,,Rare Holo 1st Edition,$9.99,previous,$9.99,jp-xy7-bandit-ring-pokemon-japan-067,images/jp/jp-xy7-bandit-ring-pokemon-japan-067.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,Lugia ex,068,,Rare Holo 1st Edition,$20.99,previous,$20.99,jp-xy7-bandit-ring-pokemon-japan-068,images/jp/jp-xy7-bandit-ring-pokemon-japan-068.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,Sceptile ex,082,,Rare Holo 1st Edition,$39.99,previous,$39.99,jp-xy7-bandit-ring-pokemon-japan-082,images/jp/jp-xy7-bandit-ring-pokemon-japan-082.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,M Sceptile ex,083,,Rare Holo 1st Edition,$200.00,previous,$200.00,jp-xy7-bandit-ring-pokemon-japan-083,images/jp/jp-xy7-bandit-ring-pokemon-japan-083.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,Kyurem ex,084,,Rare Holo 1st Edition,N/A,,N/A,jp-xy7-bandit-ring-pokemon-japan-084,images/jp/jp-xy7-bandit-ring-pokemon-japan-084.webp,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,Ampharos ex,085,,Rare Holo 1st Edition,$29.99,previous,$29.99,jp-xy7-bandit-ring-pokemon-japan-085,images/jp/jp-xy7-bandit-ring-pokemon-japan-085.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,M Ampharos ex,086,,Rare Holo 1st Edition,$39.99,previous,$39.99,jp-xy7-bandit-ring-pokemon-japan-086,images/jp/jp-xy7-bandit-ring-pokemon-japan-086.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,Hoopa ex,087,,Rare Holo 1st Edition,$49.99,previous,$49.99,jp-xy7-bandit-ring-pokemon-japan-087,images/jp/jp-xy7-bandit-ring-pokemon-japan-087.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,Machamp ex,088,,Rare Holo 1st Edition,$14.95,previous,$14.95,jp-xy7-bandit-ring-pokemon-japan-088,images/jp/jp-xy7-bandit-ring-pokemon-japan-088.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,Tyranitar ex,089,,Rare Holo 1st Edition,N/A,,N/A,jp-xy7-bandit-ring-pokemon-japan-089,images/jp/jp-xy7-bandit-ring-pokemon-japan-089.webp,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,M Tyranitar ex,090,,Rare Holo 1st Edition,N/A,,N/A,jp-xy7-bandit-ring-pokemon-japan-090,images/jp/jp-xy7-bandit-ring-pokemon-japan-090.webp,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,Giratina ex,091,,Rare Holo 1st Edition,N/A,,N/A,jp-xy7-bandit-ring-pokemon-japan-091,images/jp/jp-xy7-bandit-ring-pokemon-japan-091.webp,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,Lugia ex,092,,Rare Holo 1st Edition,$49.99,previous,$49.99,jp-xy7-bandit-ring-pokemon-japan-092,images/jp/jp-xy7-bandit-ring-pokemon-japan-092.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,Primal Kyogre ex,093,,Rare Holo 1st Edition,$95.00,previous,$95.00,jp-xy7-bandit-ring-pokemon-japan-093,images/jp/jp-xy7-bandit-ring-pokemon-japan-093.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,Primal Groudon ex,094,,Rare Holo 1st Edition,$154.90,previous,$154.90,jp-xy7-bandit-ring-pokemon-japan-094,images/jp/jp-xy7-bandit-ring-pokemon-japan-094.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/06/20,XY,XY7: Bandit Ring (Japanese),JP,M Rayquaza ex,095,,Rare Holo 1st Edition,N/A,,N/A,jp-xy7-bandit-ring-pokemon-japan-095,images/jp/jp-xy7-bandit-ring-pokemon-japan-095.webp,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
2015/08/12,XY,Ancient Origins,AOR,Sceptile-EX,84,98,Rare Ultra,$63.86,market,$63.86,xy7-84,https://images.pokemontcg.io/xy7/84_hires.png,https://images.pokemontcg.io/xy7/logo.png,https://images.pokemontcg.io/xy7/symbol.png,2026-09-24,2026-09-24,Pokémon,Basic|EX,,,
2015/08/12,XY,Ancient Origins,AOR,M Sceptile-EX,85,98,Rare Ultra,$119.17,market,$119.17,xy7-85,https://images.pokemontcg.io/xy7/85_hires.png,https://images.pokemontcg.io/xy7/logo.png,https://images.pokemontcg.io/xy7/symbol.png,2026-09-24,2026-09-24,Pokémon,MEGA|EX,,,
2015/08/12,XY,Ancient Origins,AOR,Kyurem-EX,86,98,Rare Ultra,$36.94,market,$36.94,xy7-86,https://images.pokemontcg.io/xy7/86_hires.png,https://images.pokemontcg.io/xy7/logo.png,https://images.pokemontcg.io/xy7/symbol.png,2026-09-24,2026-09-24,Pokémon,Basic|EX,,,
2015/08/12,XY,Ancient Origins,AOR,Ampharos-EX,87,98,Rare Ultra,$51.30,market,$51.30,xy7-87,https://images.pokemontcg.io/xy7/87_hires.png,https://images.pokemontcg.io/xy7/logo.png,https://images.pokemontcg.io/xy7/symbol.png,2026-09-24,2026-09-24,Pokémon,Basic|EX,,,
2015/08/12,XY,Ancient Origins,AOR,M Ampharos-EX,88,98,Rare Ultra,$78.29,market,$78.29,xy7-88,https://images.pokemontcg.io/xy7/88_hires.png,https://images.pokemontcg.io/xy7/logo.png,https://images.pokemontcg.io/xy7/symbol.png,2026-09-24,2026-09-24,Pokémon,MEGA|EX,,,
2015/08/12,XY,Ancient Origins,AOR,Hoopa-EX,89,98,Rare Ultra,$54.96,market,$54.96,xy7-89,https://images.pokemontcg.io/xy7/89_hires.png,https://images.pokemontcg.io/xy7/logo.png,https://images.pokemontcg.io/xy7/symbol.png,2026-09-24,2026-09-24,Pokémon,Basic|EX,,,
2015/08/12,XY,Ancient Origins,AOR,Machamp-EX,90,98,Rare Ultra,$28.62,market,$28.62,xy7-90,https://images.pokemontcg.io/xy7/90_hires.png,https://images.pokemontcg.io/xy7/logo.png,https://images.pokemontcg.io/xy7/symbol.png,2026-09-24,2026-09-24,Pokémon,Basic|EX,,,
2015/08/12,XY,Ancient Origins,AOR,Tyranitar-EX,91,98,Rare Ultra,$105.34,market,$105.34,xy7-91,https://images.pokemontcg.io/xy7/91_hires.png,https://images.pokemontcg.io/xy7/logo.png,https://images.pokemontcg.io/xy7/symbol.png,2026-09-24,2026-09-24,Pokémon,Basic|EX,,,
2015/08/12,XY,Ancient Origins,AOR,M Tyranitar-EX,92,98,Rare Ultra,$113.58,market,$113.58,xy7-92,https://images.pokemontcg.io/xy7/92_hires.png,https://images.pokemontcg.io/xy7/logo.png,https://images.pokemontcg.io/xy7/symbol.png,2026-09-24,2026-09-24,Pokémon,MEGA|EX,,,
2015/08/12,XY,Ancient Origins,AOR,Giratina-EX,93,98,Rare Ultra,$153.21,market,$153.21,xy7-93,https://images.pokemontcg.io/xy7/93_hires.png,https://images.pokemontcg.io/xy7/logo.png,https://images.pokemontcg.io/xy7/symbol.png,2026-09-24,2026-09-24,Pokémon,Basic|EX,,,
2015/08/12,XY,Ancient Origins,AOR,Lugia-EX,94,98,Rare Ultra,$211.79,market,$211.79,xy7-94,https://images.pokemontcg.io/xy7/94_hires.png,https://images.pokemontcg.io/xy7/logo.png,https://images.pokemontcg.io/xy7/symbol.png,2026-09-24,2026-09-24,Pokémon,Basic|EX,,,
2015/08/12,XY,Ancient Origins,AOR,Primal Kyogre-EX,96,98,Rare Secret,$449.74,market,$456.17,xy7-96,https://images.pokemontcg.io/xy7/96_hires.png,https://images.pokemontcg.io/xy7/logo.png,https://images.pokemontcg.io/xy7/symbol.png,2026-09-24,2026-09-24,Pokémon,MEGA|EX,,,
2015/08/12,XY,Ancient Origins,AOR,Primal Groudon-EX,97,98,Rare Secret,$334.16,market,$334.16,xy7-97,https://images.pokemontcg.io/xy7/97_hires.png,https://images.pokemontcg.io/xy7/logo.png,https://images.pokemontcg.io/xy7/symbol.png,2026-09-24,2026-09-24,Pokémon,MEGA|EX,,,
2015/08/12,XY,Ancient Origins,AOR,M Rayquaza-EX,98,98,Rare Secret,$1112.00,market,$1092.54,xy7-98,https://images.pokemontcg.io/xy7/98_hires.png,https://images.pokemontcg.io/xy7/logo.png,https://images.pokemontcg.io/xy7/symbol.png,2026-09-24,2026-09-24,Pokémon,MEGA|EX,,,
2015/09/26,XY,XY8-Bb: Blue Shock (Japanese),JP,Vivillon,008,,Rare Holo 1st Edition,$7.33,ebay,$7.33,jp-xy8-bb-blue-shock-pokemon-japan-008,images/jp/jp-xy8-bb-blue-shock-pokemon-japan-008.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
2015/09/26,XY,XY8-Bb: Blue Shock (Japanese),JP,Typhlosion,011,,Rare Holo 1st Edition,$6.74,ebay,$6.74,jp-xy8-bb-blue-shock-pokemon-japan-011,images/jp/jp-xy8-bb-blue-shock-pokemon-japan-011.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
2015/09/26,XY,XY8-Bb: Blue Shock (Japanese),JP,Octillery,013,,Rare Holo 1st Edition,$14.99,ebay,$14.99,jp-xy8-bb-blue-shock-pokemon-japan-013,images/jp/jp-xy8-bb-blue-shock-pokemon-japan-013.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
2015/09/26,XY,XY8-Bb: Blue Shock (Japanese),JP,Glalie ex,014,,Rare Holo 1st Edition,$4.85,ebay,$4.85,jp-xy8-bb-blue-shock-pokemon-japan-014,images/jp/jp-xy8-bb-blue-shock-pokemon-japan-014.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
2015/09/26,XY,XY8-Bb: Blue Shock (Japanese),JP,M Glalie ex,015,,Rare Holo 1st Edition,$14.80,previous,$14.80,jp-xy8-bb-blue-shock-pokemon-japan-015,images/jp/jp-xy8-bb-blue-shock-pokemon-japan-015.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/09/26,XY,XY8-Bb: Blue Shock (Japanese),JP,Gengar,024,,Rare Holo 1st Edition,$95.00,previous,$95.00,jp-xy8-bb-blue-shock-pokemon-japan-024,images/jp/jp-xy8-bb-blue-shock-pokemon-japan-024.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/09/26,XY,XY8-Bb: Blue Shock (Japanese),JP,Mewtwo ex,025,,Rare Holo 1st Edition,$8.02,previous,$8.02,jp-xy8-bb-blue-shock-pokemon-japan-025,images/jp/jp-xy8-bb-blue-shock-pokemon-japan-025.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/09/26,XY,XY8-Bb: Blue Shock (Japanese),JP,M Mewtwo ex,026,,Rare Holo 1st Edition,$12.00,previous,$12.00,jp-xy8-bb-blue-shock-pokemon-japan-026,images/jp/jp-xy8-bb-blue-shock-pokemon-japan-026.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/09/26,XY,XY8-Bb: Blue Shock (Japanese),JP,Meloetta,033,,Rare Holo 1st Edition,$8.00,ebay,$8.00,jp-xy8-bb-blue-shock-pokemon-japan-033,images/jp/jp-xy8-bb-blue-shock-pokemon-japan-033.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
2015/09/26,XY,XY8-Bb: Blue Shock (Japanese),JP,Zoroark,036,,Rare Holo 1st Edition,$5.99,ebay,$5.99,jp-xy8-bb-blue-shock-pokemon-japan-036,images/jp/jp-xy8-bb-blue-shock-pokemon-japan-036.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
2015/09/26,XY,XY8-Bb: Blue Shock (Japanese),JP,Zoroark BREAK,037,,Rare Holo 1st Edition,$4.72,previous,$4.72,jp-xy8-bb-blue-shock-pokemon-japan-037,images/jp/jp-xy8-bb-blue-shock-pokemon-japan-037.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/09/26,XY,XY8-Bb: Blue Shock (Japanese),JP,Florges BREAK,043,,Rare Holo 1st Edition,$6.48,previous,$6.48,jp-xy8-bb-blue-shock-pokemon-japan-043,images/jp/jp-xy8-bb-blue-shock-pokemon-japan-043.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/09/26,XY,XY8-Bb: Blue Shock (Japanese),JP,Xerneas,044,,Rare Holo 1st Edition,$7.49,ebay,$7.49,jp-xy8-bb-blue-shock-pokemon-japan-044,images/jp/jp-xy8-bb-blue-shock-pokemon-japan-044.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
2015/09/26,XY,XY8-Bb: Blue Shock (Japanese),JP,Haxorus,047,,Rare Holo 1st Edition,$12.47,ebay,$12.47,jp-xy8-bb-blue-shock-pokemon-japan-047,images/jp/jp-xy8-bb-blue-shock-pokemon-japan-047.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
2015/09/26,XY,XY8-Bb: Blue Shock (Japanese),JP,Glalie ex,060,,Rare Holo 1st Edition,$4.85,ebay,$4.85,jp-xy8-bb-blue-shock-pokemon-japan-060,images/jp/jp-xy8-bb-blue-shock-pokemon-japan-060.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
2015/09/26,XY,XY8-Bb: Blue Shock (Japanese),JP,M Glalie ex,061,,Rare Holo 1st Edition,$80.00,previous,$80.00,jp-xy8-bb-blue-shock-pokemon-japan-061,images/jp/jp-xy8-bb-blue-shock-pokemon-japan-061.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/09/26,XY,XY8-Bb: Blue Shock (Japanese),JP,Mewtwo ex,062,,Rare Holo 1st Edition,N/A,,N/A,jp-xy8-bb-blue-shock-pokemon-japan-062,images/jp/jp-xy8-bb-blue-shock-pokemon-japan-062.webp,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
2015/09/26,XY,XY8-Bb: Blue Shock (Japanese),JP,M Mewtwo ex,063,,Rare Holo 1st Edition,N/A,,N/A,jp-xy8-bb-blue-shock-pokemon-japan-063,images/jp/jp-xy8-bb-blue-shock-pokemon-japan-063.webp,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
2015/09/26,XY,XY8-Bb: Blue Shock (Japanese),JP,Mewtwo ex,065,,Rare Holo 1st Edition,$149.99,previous,$149.99,jp-xy8-bb-blue-shock-pokemon-japan-065,images/jp/jp-xy8-bb-blue-shock-pokemon-japan-065.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/09/26,XY,XY8-Br: Red Flash (Japanese),JP,Chesnaught,005,,Rare Holo 1st Edition,$6.79,ebay,$6.79,jp-xy8-br-red-flash-pokemon-japan-005,images/jp/jp-xy8-br-red-flash-pokemon-japan-005.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
2015/09/26,XY,XY8-Br: Red Flash (Japanese),JP,Chesnaught BREAK,006,,Rare Holo 1st Edition,$3.68,previous,$3.68,jp-xy8-br-red-flash-pokemon-japan-006,images/jp/jp-xy8-br-red-flash-pokemon-japan-006.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/09/26,XY,XY8-Br: Red Flash (Japanese),JP,Houndoom ex,009,,Rare Holo 1st Edition,$5.49,ebay,$5.49,jp-xy8-br-red-flash-pokemon-japan-009,images/jp/jp-xy8-br-red-flash-pokemon-japan-009.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
2015/09/26,XY,XY8-Br: Red Flash (Japanese),JP,M Houndoom ex,010,,Rare Holo 1st Edition,$49.99,previous,$49.99,jp-xy8-br-red-flash-pokemon-japan-010,images/jp/jp-xy8-br-red-flash-pokemon-japan-010.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/09/26,XY,XY8-Br: Red Flash (Japanese),JP,Empoleon,020,,Rare Holo 1st Edition,$8.12,ebay,$8.12,jp-xy8-br-red-flash-pokemon-japan-020,images/jp/jp-xy8-br-red-flash-pokemon-japan-020.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
2015/09/26,XY,XY8-Br: Red Flash (Japanese),JP,Magnezone,025,,Rare Holo 1st Edition,$2.25,previous,$2.25,jp-xy8-br-red-flash-pokemon-japan-025,images/jp/jp-xy8-br-red-flash-pokemon-japan-025.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/09/26,XY,XY8-Br: Red Flash (Japanese),JP,Raikou,026,,Rare Holo 1st Edition,$7.10,ebay,$7.10,jp-xy8-br-red-flash-pokemon-japan-026,images/jp/jp-xy8-br-red-flash-pokemon-japan-026.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
2015/09/26,XY,XY8-Br: Red Flash (Japanese),JP,Mewtwo ex,027,,Rare Holo 1st Edition,$7.27,previous,$7.27,jp-xy8-br-red-flash-pokemon-japan-027,images/jp/jp-xy8-br-red-flash-pokemon-japan-027.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/09/26,XY,XY8-Br: Red Flash (Japanese),JP,M Mewtwo ex,028,,Rare Holo 1st Edition,$80.00,previous,$80.00,jp-xy8-br-red-flash-pokemon-japan-028,images/jp/jp-xy8-br-red-flash-pokemon-japan-028.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/09/26,XY,XY8-Br: Red Flash (Japanese),JP,Mismagius,030,,Rare Holo 1st Edition,$7.00,previous,$7.00,jp-xy8-br-red-flash-pokemon-japan-030,images/jp/jp-xy8-br-red-flash-pokemon-japan-030.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/09/26,XY,XY8-Br: Red Flash (Japanese),JP,Marowak BREAK,036,,Rare Holo 1st Edition,$10.10,previous,$10.10,jp-xy8-br-red-flash-pokemon-japan-036,images/jp/jp-xy8-br-red-flash-pokemon-japan-036.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/09/26,XY,XY8-Br: Red Flash (Japanese),JP,Mamoswine,039,,Rare Holo 1st Edition,$4.00,previous,$4.00,jp-xy8-br-red-flash-pokemon-japan-039,images/jp/jp-xy8-br-red-flash-pokemon-japan-039.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/09/26,XY,XY8-Br: Red Flash (Japanese),JP,Gallade,040,,Rare Holo 1st Edition,$9.47,ebay,$9.47,jp-xy8-br-red-flash-pokemon-japan-040,images/jp/jp-xy8-br-red-flash-pokemon-japan-040.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
2015/09/26,XY,XY8-Br: Red Flash (Japanese),JP,Yveltal,042,,Rare Holo 1st Edition,$7.48,previous,$7.48,jp-xy8-br-red-flash-pokemon-japan-042,images/jp/jp-xy8-br-red-flash-pokemon-japan-042.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/09/26,XY,XY8-Br: Red Flash (Japanese),JP,Houndoom ex,060,,Rare Holo 1st Edition,$5.49,ebay,$5.49,jp-xy8-br-red-flash-pokemon-japan-060,images/jp/jp-xy8-br-red-flash-pokemon-japan-060.webp,N/A,N/A,2026-09-24,2026-09-24,Pokémon,Basic,,,
2015/09/26,XY,XY8-Br: Red Flash (Japanese),JP,M Houndoom ex,061,,Rare Holo 1st Edition,$140.00,previous,$140.00,jp-xy8-br-red-flash-pokemon-japan-061,images/jp/jp-xy8-br-red-flash-pokemon-japan-061.webp,N/A,N/A,2026-09-24,2026-09-03,Pokémon,Basic,,,
2015/09/26,XY,XY8-Br: Red Flash (Japanese),JP,Mewtwo ex,062,,Rare Holo 1st Edition,N/A,,N/A,jp-xy8-br-red-flash-pokemon-japan-062,images/jp/jp-xy8-br-red-flash-pokemon-japan-062.webp,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
2015/09/26,XY,XY8-Br: Red Flash (Japanese),JP,M Mewtwo ex,063,,Rare Holo 1st Edition,N/A,,N/A,jp-xy8-br-red-flash-pokemon-japan-063,images/jp/jp-xy8-br-red-flash-pokemon-japan-063.webp,N/A,N/A,2026-09-24,,Pokémon,Basic,,,
